,miR29_WT_Th2.bam,miR29_KO_Th2.bam
60991006,0,0
60991007,0,0
60991008,0,0
60991009,0,0
60991010,0,0
60991011,0,0
60991012,0,0
60991013,0,0
60991014,0,0
60991015,0,0
60991016,0,0
60991017,0,0
60991018,0,0
60991019,0,0
60991020,0,0
60991021,0,0
60991022,0,0
60991023,0,0
60991024,0,0
60991025,0,0
60991026,0,0
60991027,0,0
60991028,0,0
60991029,0,0
60991030,0,0
60991031,0,0
60991032,0,0
60991033,0,0
60991034,0,0
60991035,0,0
60991036,0,0
60991037,0,0
60991038,0,0
60991039,0,0
60991040,0,0
60991041,0,0
60991042,0,0
60991043,0,0
60991044,0,0
60991045,0,0
60991046,0,0
60991047,0,0
60991048,0,0
60991049,0,0
60991050,0,0
60991051,0,0
60991052,0,0
60991053,0,0
60991054,0,0
60991055,0,0
60991056,0,0
60991057,0,0
60991058,0,0
60991059,0,0
60991060,0,0
60991061,0,0
60991062,0,0
60991063,0,0
60991064,0,0
60991065,0,0
60991066,0,0
60991067,0,0
60991068,0,0
60991069,0,0
60991070,0,0
60991071,0,0
60991072,0,0
60991073,0,0
60991074,0,0
60991075,0,0
60991076,0,0
60991077,0,0
60991078,0,0
60991079,15,0
60991080,15,0
60991081,13,0
60991082,15,0
60991083,15,0
60991084,15,0
60991085,15,0
60991086,15,0
60991087,15,0
60991088,15,0
60991089,15,0
60991090,14,0
60991091,15,0
60991092,15,0
60991093,15,0
60991094,15,0
60991095,15,0
60991096,15,0
60991097,15,0
60991098,15,0
60991099,15,0
60991100,15,0
60991101,15,0
60991102,15,0
60991103,0,0
60991104,0,0
60991105,0,0
60991106,0,0
60991107,0,0
60991108,0,0
60991109,0,0
60991110,0,0
60991111,0,0
60991112,0,0
60991113,0,0
60991114,0,0
60991115,0,0
60991116,0,0
60991117,0,0
60991118,0,0
60991119,0,0
60991120,0,0
60991121,0,0
60991122,0,0
60991123,0,0
60991124,0,0
60991125,0,0
60991126,0,0
60991127,0,0
60991128,0,0
60991129,0,0
60991130,0,0
60991131,0,0
60991132,0,0
60991133,0,0
60991134,0,0
60991135,0,0
60991136,0,0
60991137,0,0
60991138,0,0
60991139,0,0
60991140,0,0
60991141,0,0
60991142,0,0
60991143,0,0
60991144,0,0
60991145,0,0
60991146,0,0
60991147,0,0
60991148,0,0
60991149,0,0
60991150,0,0
60991151,0,0
60991152,0,0
60991153,0,0
60991154,0,0
60991155,0,0
60991156,0,0
60991157,0,0
60991158,0,0
60991159,0,0
60991160,0,0
60991161,0,0
60991162,0,0
60991163,0,0
60991164,0,0
60991165,9,0
60991166,9,0
60991167,26,0
60991168,25,0
60991169,24,0
60991170,26,0
60991171,26,0
60991172,25,0
60991173,25,0
60991174,25,0
60991175,26,0
60991176,26,0
60991177,25,0
60991178,25,0
60991179,26,0
60991180,26,0
60991181,25,0
60991182,26,0
60991183,26,0
60991184,26,0
60991185,26,0
60991186,25,0
60991187,26,0
60991188,17,0
60991189,17,0
60991190,17,0
60991191,0,0
60991192,0,0
60991193,0,0
60991194,0,0
60991195,0,0
60991196,0,0
60991197,0,0
60991198,0,0
60991199,0,0
60991200,0,0
60991201,0,0
60991202,0,0
60991203,0,0
60991204,0,0
60991205,0,0
60991206,0,0
60991207,0,0
60991208,0,0
60991209,0,0
60991210,0,0
60991211,0,0
60991212,0,0
60991213,0,0
60991214,0,0
60991215,0,0
60991216,0,0
60991217,0,0
60991218,0,0
60991219,0,0
60991220,0,0
60991221,0,0
60991222,0,0
60991223,0,0
60991224,0,0
60991225,0,0
60991226,0,0
60991227,0,0
60991228,0,0
60991229,0,0
60991230,0,0
60991231,0,0
60991232,0,0
60991233,0,0
60991234,0,0
60991235,0,0
60991236,0,0
60991237,0,0
60991238,0,0
60991239,0,0
60991240,0,0
60991241,0,0
60991242,0,0
60991243,0,0
60991244,0,0
60991245,0,0
60991246,0,0
60991247,0,0
60991248,0,0
60991249,0,0
60991250,0,0
60991251,0,0
60991252,0,0
60991253,0,0
60991254,0,0
60991255,0,0
60991256,0,0
60991257,0,0
60991258,0,0
60991259,0,0
60991260,0,0
60991261,0,0
60991262,0,0
60991263,0,0
60991264,0,0
60991265,0,0
60991266,0,0
60991267,0,0
60991268,0,0
60991269,0,0
60991270,0,0
60991271,0,0
60991272,0,0
60991273,0,0
60991274,0,0
60991275,0,0
60991276,0,0
60991277,0,0
60991278,0,0
60991279,0,0
60991280,0,0
60991281,0,0
60991282,0,0
60991283,0,0
60991284,0,0
60991285,0,0
60991286,0,0
60991287,0,0
60991288,0,0
60991289,0,0
60991290,0,0
60991291,0,0
60991292,0,0
60991293,0,0
60991294,0,0
60991295,0,0
60991296,0,0
60991297,0,0
60991298,0,0
60991299,0,0
60991300,0,0
60991301,0,0
60991302,0,0
60991303,0,0
60991304,0,0
60991305,0,0
60991306,0,0
60991307,0,0
60991308,0,0
60991309,0,0
60991310,0,0
60991311,0,0
60991312,0,0
60991313,0,0
60991314,0,0
60991315,0,0
60991316,0,0
60991317,0,0
60991318,0,0
60991319,0,0
60991320,0,0
60991321,0,0
60991322,0,0
60991323,0,0
60991324,0,0
60991325,0,0
60991326,0,0
60991327,0,0
60991328,0,0
60991329,0,0
60991330,0,0
60991331,0,0
60991332,0,0
60991333,0,0
60991334,0,0
60991335,0,0
60991336,0,0
60991337,0,0
60991338,0,0
60991339,0,0
60991340,0,0
60991341,0,0
60991342,0,0
60991343,0,0
60991344,0,0
60991345,0,0
60991346,0,0
60991347,0,0
60991348,0,0
60991349,0,0
60991350,0,0
60991351,0,0
60991352,0,0
60991353,0,0
60991354,0,0
60991355,0,0
60991356,0,0
60991357,0,0
60991358,0,0
60991359,0,0
60991360,0,0
60991361,0,0
60991362,0,0
60991363,0,0
60991364,0,0
60991365,0,0
60991366,0,0
60991367,0,0
60991368,0,0
60991369,0,0
60991370,0,0
60991371,0,0
60991372,0,0
60991373,0,0
60991374,0,0
60991375,0,0
60991376,0,0
60991377,0,0
60991378,0,0
60991379,0,0
60991380,0,0
60991381,0,0
60991382,0,0
60991383,0,0
60991384,0,0
60991385,0,0
60991386,0,0
60991387,0,0
60991388,0,0
60991389,0,0
60991390,0,0
60991391,0,0
60991392,0,0
60991393,0,0
60991394,0,0
60991395,0,0
60991396,0,0
60991397,0,0
60991398,0,0
60991399,0,0
60991400,0,0
60991401,0,0
60991402,0,0
60991403,0,0
60991404,0,0
60991405,0,0
60991406,0,0
60991407,0,0
60991408,0,0
60991409,0,0
60991410,0,0
60991411,0,0
60991412,0,0
60991413,0,0
60991414,0,0
60991415,0,0
60991416,0,0
60991417,0,0
60991418,0,0
60991419,0,0
60991420,0,0
60991421,0,0
60991422,0,0
60991423,0,0
60991424,0,0
60991425,0,0
60991426,0,0
60991427,0,0
60991428,0,0
60991429,0,0
60991430,0,0
60991431,0,0
60991432,0,0
60991433,0,0
60991434,0,0
60991435,0,0
60991436,0,0
60991437,0,0
60991438,0,0
60991439,0,0
60991440,0,0
60991441,0,0
60991442,0,0
60991443,0,0
60991444,0,0
60991445,0,0
60991446,0,0
60991447,0,0
60991448,0,0
60991449,0,0
60991450,0,0
60991451,0,0
60991452,0,0
60991453,0,0
60991454,0,0
60991455,0,0
60991456,0,0
60991457,0,0
60991458,0,0
60991459,0,0
60991460,0,0
60991461,0,0
60991462,0,0
60991463,0,0
60991464,0,0
60991465,0,0
60991466,0,0
60991467,0,0
60991468,0,0
60991469,0,0
60991470,0,0
60991471,0,0
60991472,0,0
60991473,0,0
60991474,0,0
60991475,0,0
60991476,0,0
60991477,0,0
60991478,0,0
60991479,0,0
60991480,0,0
60991481,0,0
60991482,0,0
60991483,0,0
60991484,0,0
60991485,0,0
60991486,0,0
60991487,0,0
60991488,0,0
60991489,0,0
60991490,0,0
60991491,0,0
60991492,0,0
60991493,0,0
60991494,0,0
60991495,0,0
60991496,0,0
60991497,0,0
60991498,0,0
60991499,0,0
60991500,0,0
60991501,0,0
60991502,0,0
60991503,0,0
60991504,0,0
60991505,0,0
60991506,0,0
60991507,0,0
60991508,0,0
60991509,0,0
60991510,0,0
60991511,0,0
60991512,0,0
60991513,0,0
60991514,0,0
60991515,0,0
60991516,0,0
60991517,0,0
60991518,4,0
60991519,4,0
60991520,10,0
60991521,10,0
60991522,10,0
60991523,7,0
60991524,9,0
60991525,10,0
60991526,12,0
60991527,12,0
60991528,12,0
60991529,12,0
60991530,12,0
60991531,11,0
60991532,12,0
60991533,11,0
60991534,12,0
60991535,12,0
60991536,12,0
60991537,12,0
60991538,12,0
60991539,12,0
60991540,12,0
60991541,12,0
60991542,12,0
60991543,12,0
60991544,12,0
60991545,12,0
60991546,12,0
60991547,12,0
60991548,12,0
60991549,12,0
60991550,12,0
60991551,12,0
60991552,7,0
60991553,8,0
60991554,0,0
60991555,0,0
60991556,0,0
60991557,0,0
60991558,0,0
60991559,0,0
60991560,0,0
60991561,0,0
60991562,0,0
60991563,0,0
60991564,0,0
60991565,0,0
60991566,0,0
60991567,0,0
60991568,0,0
60991569,0,0
60991570,0,0
60991571,0,0
60991572,0,0
60991573,0,0
60991574,0,0
60991575,0,0
60991576,0,0
60991577,0,0
60991578,0,0
60991579,0,0
60991580,0,0
60991581,0,0
60991582,0,0
60991583,0,0
60991584,0,0
60991585,0,0
60991586,0,0
60991587,0,0
60991588,0,0
60991589,0,0
60991590,0,0
60991591,0,0
60991592,0,0
60991593,0,0
60991594,0,0
60991595,0,0
60991596,0,0
60991597,0,0
60991598,0,0
60991599,0,0
60991600,0,0
60991601,0,0
60991602,0,0
60991603,0,0
60991604,0,0
60991605,0,0
60991606,0,0
60991607,0,0
60991608,0,0
60991609,0,0
60991610,0,0
60991611,0,0
60991612,0,0
60991613,0,0
60991614,0,0
60991615,0,0
60991616,0,0
60991617,0,0
60991618,0,0
60991619,0,0
60991620,0,0
60991621,0,0
60991622,0,0
60991623,0,0
60991624,0,0
60991625,0,0
60991626,0,0
60991627,0,0
60991628,0,0
60991629,0,0
60991630,0,0
60991631,0,0
60991632,0,0
60991633,0,0
60991634,0,0
60991635,0,0
60991636,0,0
60991637,0,0
60991638,0,0
60991639,0,0
60991640,0,0
60991641,0,0
60991642,0,0
60991643,0,0
60991644,0,0
60991645,0,0
60991646,0,0
60991647,0,0
60991648,0,0
60991649,0,0
60991650,0,0
60991651,0,0
60991652,0,0
60991653,0,0
60991654,0,0
60991655,0,0
60991656,0,0
60991657,0,0
60991658,0,0
60991659,0,0
60991660,0,0
60991661,0,0
60991662,0,0
60991663,0,0
60991664,0,0
60991665,0,0
60991666,0,0
60991667,0,0
60991668,0,0
60991669,0,0
60991670,0,0
60991671,0,0
60991672,0,0
60991673,0,0
60991674,0,0
60991675,0,0
60991676,0,0
60991677,0,0
60991678,0,0
60991679,0,0
60991680,0,0
60991681,0,0
60991682,0,0
60991683,0,0
60991684,0,0
60991685,0,0
60991686,0,0
60991687,0,0
60991688,0,0
60991689,0,0
60991690,0,0
60991691,0,0
60991692,0,0
60991693,0,0
60991694,0,0
60991695,0,0
60991696,0,0
60991697,0,0
60991698,0,0
60991699,0,0
60991700,0,0
60991701,0,0
60991702,0,0
60991703,0,0
60991704,0,0
60991705,0,0
60991706,0,0
60991707,0,0
60991708,0,0
60991709,0,0
60991710,0,0
60991711,0,0
60991712,0,0
60991713,0,0
60991714,0,0
60991715,0,0
60991716,0,0
60991717,0,0
60991718,0,0
60991719,0,0
60991720,0,0
60991721,0,0
60991722,0,0
60991723,0,0
60991724,0,0
60991725,0,0
60991726,0,0
60991727,0,0
60991728,0,0
60991729,0,0
60991730,0,0
60991731,0,0
60991732,0,0
60991733,0,0
60991734,0,0
60991735,0,0
60991736,0,0
60991737,0,0
60991738,0,0
60991739,0,0
60991740,0,0
60991741,0,0
60991742,0,0
60991743,0,0
60991744,0,0
60991745,0,0
60991746,0,0
60991747,0,0
60991748,0,0
60991749,0,0
60991750,0,0
60991751,0,0
60991752,0,0
60991753,0,0
60991754,0,0
60991755,0,0
60991756,0,0
60991757,0,0
60991758,0,0
60991759,0,0
60991760,0,0
60991761,9,0
60991762,9,0
60991763,9,0
60991764,9,0
60991765,9,0
60991766,9,0
60991767,9,0
60991768,9,0
60991769,9,0
60991770,9,0
60991771,9,0
60991772,8,0
60991773,9,0
60991774,9,0
60991775,9,0
60991776,9,0
60991777,9,0
60991778,9,0
60991779,9,0
60991780,9,0
60991781,9,0
60991782,9,0
60991783,9,0
60991784,9,0
60991785,8,0
60991786,9,0
60991787,9,0
60991788,9,0
60991789,9,0
60991790,8,0
60991791,8,0
60991792,9,0
60991793,9,0
60991794,9,0
60991795,8,0
60991796,8,0
60991797,7,0
60991798,8,0
60991799,9,0
60991800,8,0
60991801,8,0
60991802,9,0
60991803,9,0
60991804,0,0
60991805,0,0
60991806,0,0
60991807,0,0
60991808,0,0
60991809,0,0
60991810,0,0
60991811,0,0
60991812,0,0
60991813,0,0
60991814,0,0
60991815,0,0
60991816,0,0
60991817,0,0
60991818,0,0
60991819,0,0
60991820,0,0
60991821,0,0
60991822,0,0
60991823,0,0
60991824,0,0
60991825,0,0
60991826,0,0
60991827,0,0
60991828,0,0
60991829,0,0
60991830,0,0
60991831,0,0
60991832,0,0
60991833,0,0
60991834,0,0
60991835,0,0
60991836,0,0
60991837,0,0
60991838,0,0
60991839,0,0
60991840,0,0
60991841,0,0
60991842,0,0
60991843,0,0
60991844,0,0
60991845,0,0
60991846,0,0
60991847,0,0
60991848,0,0
60991849,0,0
60991850,0,0
60991851,0,0
60991852,0,0
60991853,0,0
60991854,0,0
60991855,0,0
60991856,0,0
60991857,0,0
60991858,0,0
60991859,0,0
60991860,0,0
60991861,0,0
60991862,0,0
60991863,0,0
60991864,0,0
60991865,0,0
60991866,0,0
60991867,0,0
60991868,0,0
60991869,0,0
60991870,0,0
60991871,0,0
60991872,0,0
60991873,0,0
60991874,0,0
60991875,0,0
60991876,0,0
60991877,0,0
60991878,0,0
60991879,0,0
60991880,0,0
60991881,0,0
60991882,0,0
60991883,0,0
60991884,0,0
60991885,0,0
60991886,0,0
60991887,0,0
60991888,0,0
60991889,0,0
60991890,0,0
60991891,0,0
60991892,0,0
60991893,0,0
60991894,0,0
60991895,0,0
60991896,0,0
60991897,0,0
60991898,0,0
60991899,0,0
60991900,0,0
60991901,0,0
60991902,0,0
60991903,0,0
60991904,0,0
60991905,0,0
60991906,0,0
60991907,0,0
60991908,0,0
60991909,0,0
60991910,0,0
60991911,0,0
60991912,0,0
60991913,0,0
60991914,0,0
60991915,0,0
60991916,0,0
60991917,0,0
60991918,0,0
60991919,0,0
60991920,0,0
60991921,0,0
60991922,0,0
60991923,0,0
60991924,0,0
60991925,0,0
60991926,0,0
60991927,0,0
60991928,0,0
60991929,0,0
60991930,0,0
60991931,0,0
60991932,0,0
60991933,0,0
60991934,0,0
60991935,0,0
60991936,0,0
60991937,0,0
60991938,0,0
60991939,0,0
60991940,0,0
60991941,0,0
60991942,0,0
60991943,0,0
60991944,0,0
60991945,0,0
60991946,0,0
60991947,0,0
60991948,0,0
60991949,0,0
60991950,0,0
60991951,0,0
60991952,0,0
60991953,0,0
60991954,0,0
60991955,0,0
60991956,0,0
60991957,0,0
60991958,0,0
60991959,0,0
60991960,0,0
60991961,0,0
60991962,0,0
60991963,0,0
60991964,0,0
60991965,0,0
60991966,0,0
60991967,0,0
60991968,0,0
60991969,0,0
60991970,0,0
60991971,0,0
60991972,0,0
60991973,0,0
60991974,0,0
60991975,0,0
60991976,0,0
60991977,0,0
60991978,0,0
60991979,0,0
60991980,0,0
60991981,0,0
60991982,0,0
60991983,0,0
60991984,0,0
60991985,0,0
60991986,0,0
60991987,0,0
60991988,0,0
60991989,0,0
60991990,0,0
60991991,0,0
60991992,0,0
60991993,0,0
60991994,0,0
60991995,0,0
60991996,0,0
60991997,0,0
60991998,0,0
60991999,0,0
60992000,0,0
60992001,0,0
60992002,0,0
60992003,0,0
60992004,0,0
60992005,0,0
60992006,0,0
60992007,0,0
60992008,0,0
60992009,0,0
60992010,0,0
60992011,0,0
60992012,0,0
60992013,0,0
60992014,0,0
60992015,0,0
60992016,0,0
60992017,0,0
60992018,0,0
60992019,0,0
60992020,0,0
60992021,0,0
60992022,0,0
60992023,0,0
60992024,0,0
60992025,0,0
60992026,0,0
60992027,0,0
60992028,0,0
60992029,0,0
60992030,0,0
60992031,0,0
60992032,0,0
60992033,0,0
60992034,0,0
60992035,0,0
60992036,0,0
60992037,0,0
60992038,0,0
60992039,0,0
60992040,0,0
60992041,0,0
60992042,0,0
60992043,0,0
60992044,0,0
60992045,0,0
60992046,0,0
60992047,0,0
60992048,0,0
60992049,0,0
60992050,0,0
60992051,0,0
60992052,0,0
60992053,0,0
60992054,0,0
60992055,0,0
60992056,0,0
60992057,0,0
60992058,0,0
60992059,0,0
60992060,0,0
60992061,0,0
60992062,0,0
60992063,0,0
60992064,0,0
60992065,0,0
60992066,0,0
60992067,0,0
60992068,0,0
60992069,0,0
60992070,0,0
60992071,0,0
60992072,0,0
60992073,0,0
60992074,0,0
60992075,0,0
60992076,0,0
60992077,0,0
60992078,0,0
60992079,0,0
60992080,0,0
60992081,0,0
60992082,0,0
60992083,0,0
60992084,0,0
60992085,0,0
60992086,0,0
60992087,0,0
60992088,0,0
60992089,0,0
60992090,0,0
60992091,0,0
60992092,0,0
60992093,0,0
60992094,0,0
60992095,0,0
60992096,0,0
60992097,0,0
60992098,0,0
60992099,0,0
60992100,0,0
60992101,0,0
60992102,0,0
60992103,0,0
60992104,0,0
60992105,0,0
60992106,0,0
60992107,0,0
60992108,0,0
60992109,0,0
60992110,0,0
60992111,0,0
60992112,0,0
60992113,0,0
60992114,0,0
60992115,0,0
60992116,0,0
60992117,0,0
60992118,0,0
60992119,0,0
60992120,0,0
60992121,0,0
60992122,0,0
60992123,0,0
60992124,0,0
60992125,0,0
60992126,0,0
60992127,0,0
60992128,0,0
60992129,0,0
60992130,10,0
60992131,8,0
60992132,10,0
60992133,10,0
60992134,9,0
60992135,10,0
60992136,10,0
60992137,8,0
60992138,10,0
60992139,10,0
60992140,10,0
60992141,10,0
60992142,9,0
60992143,10,0
60992144,10,0
60992145,10,0
60992146,10,0
60992147,10,0
60992148,10,0
60992149,10,0
60992150,10,0
60992151,10,0
60992152,10,0
60992153,10,0
60992154,10,0
60992155,10,0
60992156,10,0
60992157,10,0
60992158,10,0
60992159,10,0
60992160,10,0
60992161,10,0
60992162,10,0
60992163,10,0
60992164,10,0
60992165,10,0
60992166,10,0
60992167,10,0
60992168,10,0
60992169,10,0
60992170,8,0
60992171,10,0
60992172,10,0
60992173,10,0
60992174,10,0
60992175,0,0
60992176,0,0
60992177,0,0
60992178,0,0
60992179,0,0
60992180,0,0
60992181,0,0
60992182,0,0
60992183,0,0
60992184,0,0
60992185,0,0
60992186,0,0
60992187,0,0
60992188,0,0
60992189,0,0
60992190,0,0
60992191,0,0
60992192,0,0
60992193,0,0
60992194,0,0
60992195,0,0
60992196,0,0
60992197,0,0
60992198,0,0
60992199,0,0
60992200,0,0
60992201,0,0
60992202,0,0
60992203,0,0
60992204,0,0
60992205,0,0
60992206,0,0
60992207,0,0
60992208,0,0
60992209,0,0
60992210,0,0
60992211,0,0
60992212,0,0
60992213,0,0
60992214,0,0
60992215,0,0
60992216,0,0
60992217,0,0
60992218,0,0
60992219,0,0
60992220,0,0
60992221,0,0
60992222,0,0
60992223,0,0
60992224,0,0
60992225,0,0
60992226,0,0
60992227,0,0
60992228,0,0
60992229,0,0
60992230,0,0
60992231,0,0
60992232,0,0
60992233,0,0
60992234,0,0
60992235,0,0
60992236,0,0
60992237,0,0
60992238,0,0
60992239,0,0
60992240,0,0
60992241,0,0
60992242,0,0
60992243,0,0
60992244,0,0
60992245,0,0
60992246,0,0
60992247,0,0
60992248,0,0
60992249,0,0
60992250,0,0
60992251,0,0
60992252,11,0
60992253,12,0
60992254,11,0
60992255,12,0
60992256,12,0
60992257,12,0
60992258,12,0
60992259,12,0
60992260,12,0
60992261,12,0
60992262,11,0
60992263,12,0
60992264,12,0
60992265,12,0
60992266,12,0
60992267,12,0
60992268,12,0
60992269,12,0
60992270,12,0
60992271,12,0
60992272,12,0
60992273,12,0
60992274,12,0
60992275,12,0
60992276,12,0
60992277,11,0
60992278,13,0
60992279,14,0
60992280,14,0
60992281,14,0
60992282,14,0
60992283,14,0
60992284,14,0
60992285,13,0
60992286,14,0
60992287,14,0
60992288,14,0
60992289,14,0
60992290,14,0
60992291,14,0
60992292,14,0
60992293,14,0
60992294,14,0
60992295,2,0
60992296,2,0
60992297,2,0
60992298,2,0
60992299,2,0
60992300,2,0
60992301,2,0
60992302,2,0
60992303,2,0
60992304,2,0
60992305,2,0
60992306,2,0
60992307,2,0
60992308,2,0
60992309,2,0
60992310,2,0
60992311,2,0
60992312,2,0
60992313,2,0
60992314,2,0
60992315,2,0
60992316,2,0
60992317,2,0
60992318,2,0
60992319,2,0
60992320,11,0
60992321,12,0
60992322,11,0
60992323,12,0
60992324,10,0
60992325,10,0
60992326,10,0
60992327,10,0
60992328,10,0
60992329,10,0
60992330,9,0
60992331,10,0
60992332,10,0
60992333,10,0
60992334,10,0
60992335,9,0
60992336,10,0
60992337,0,0
60992338,0,0
60992339,0,0
60992340,0,0
60992341,0,0
60992342,0,0
60992343,6,0
60992344,7,0
60992345,4,0
60992346,7,0
60992347,7,0
60992348,7,0
60992349,7,0
60992350,7,0
60992351,7,0
60992352,7,0
60992353,7,0
60992354,7,0
60992355,7,0
60992356,7,0
60992357,7,0
60992358,7,0
60992359,7,0
60992360,7,0
60992361,7,0
60992362,7,0
60992363,7,0
60992364,7,0
60992365,7,0
60992366,7,0
60992367,7,0
60992368,6,0
60992369,6,0
60992370,7,0
60992371,7,0
60992372,7,0
60992373,7,0
60992374,6,0
60992375,7,0
60992376,25,0
60992377,27,0
60992378,16,0
60992379,20,0
60992380,20,5
60992381,20,5
60992382,20,5
60992383,20,5
60992384,20,5
60992385,20,5
60992386,20,8
60992387,20,8
60992388,20,8
60992389,20,7
60992390,20,8
60992391,20,8
60992392,20,8
60992393,20,7
60992394,20,8
60992395,20,8
60992396,19,8
60992397,20,7
60992398,19,8
60992399,20,8
60992400,20,8
60992401,20,8
60992402,20,8
60992403,20,8
60992404,20,8
60992405,20,8
60992406,20,8
60992407,20,8
60992408,20,8
60992409,20,8
60992410,20,8
60992411,20,7
60992412,0,8
60992413,0,7
60992414,0,8
60992415,0,7
60992416,0,6
60992417,0,8
60992418,0,7
60992419,0,8
60992420,0,8
60992421,0,0
60992422,0,0
60992423,0,0
60992424,0,0
60992425,0,0
60992426,0,0
60992427,0,0
60992428,0,0
60992429,0,0
60992430,0,0
60992431,0,0
60992432,0,0
60992433,0,0
60992434,0,0
60992435,0,0
60992436,0,0
60992437,0,0
60992438,0,0
60992439,0,0
60992440,0,0
60992441,0,0
60992442,0,0
60992443,0,0
60992444,0,0
60992445,0,0
60992446,0,0
60992447,0,0
60992448,0,0
60992449,0,0
60992450,0,0
60992451,0,0
60992452,0,0
60992453,0,0
60992454,0,0
60992455,0,0
